07-19 21:58:50.848 |-INFO  o.h.validator.internal.util.Version:21 - HV000001: Hibernate Validator 6.1.6.Final
07-19 22:05:13.837 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessUserRoleMapper' and 'com.anjiplus.template.gaea.business.modules.accessuser.dao.AccessUserRoleMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.853 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessAuthorityMapper' and 'com.anjiplus.template.gaea.business.modules.accessauthority.dao.AccessAuthorityMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.854 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetParamMapper' and 'com.anjiplus.template.gaea.business.modules.datasetparam.dao.DataSetParamMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.855 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSourceMapper' and 'com.anjiplus.template.gaea.business.modules.datasource.dao.DataSourceMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.855 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetMapper' and 'com.anjiplus.template.gaea.business.modules.dataset.dao.DataSetMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.857 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetTransformMapper' and 'com.anjiplus.template.gaea.business.modules.datasettransform.dao.DataSetTransformMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.858 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardWidgetMapper' and 'com.anjiplus.template.gaea.business.modules.dashboardwidget.dao.ReportDashboardWidgetMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.859 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportMapper' and 'com.anjiplus.template.gaea.business.modules.report.dao.ReportMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.860 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictItemMapper' and 'com.anjiplus.template.gaea.business.modules.dict.dao.GaeaDictItemMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.862 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictMapper' and 'com.anjiplus.template.gaea.business.modules.dict.dao.GaeaDictMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.866 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportExcelMapper' and 'com.anjiplus.template.gaea.business.modules.reportexcel.dao.ReportExcelMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.870 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessRoleMapper' and 'com.anjiplus.template.gaea.business.modules.accessrole.dao.AccessRoleMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.872 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessRoleAuthorityMapper' and 'com.anjiplus.template.gaea.business.modules.accessrole.dao.AccessRoleAuthorityMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.873 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaFileMapper' and 'com.anjiplus.template.gaea.business.modules.file.dao.GaeaFileMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.874 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardMapper' and 'com.anjiplus.template.gaea.business.modules.dashboard.dao.ReportDashboardMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.876 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportShareMapper' and 'com.anjiplus.template.gaea.business.modules.reportshare.dao.ReportShareMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.877 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessUserMapper' and 'com.anjiplus.template.gaea.business.modules.accessuser.dao.AccessUserMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.878 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessUserRoleMapper' and 'com.anjiplus.template.gaea.business.modules.accessuser.dao.AccessUserRoleMapper' mapperInterface. Bean already defined with the same name!
07-19 22:05:13.885 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - No MyBatis mapper was found in '[com.anjiplus.template.gaea.business.modules.*.dao, com.anjiplus.template.gaea.business.modules.*.**.dao, com.anji.plus.gaea.*.module.*.dao]' package. Please check your configuration.
07-19 22:05:14.322 |-INFO  o.s.cloud.context.scope.GenericScope:295 - BeanFactory id=61a00e92-0f60-350c-9938-6676179ff2d9
07-19 22:05:16.226 |-INFO  o.s.b.w.e.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 9095 (http)
07-19 22:05:16.403 |-INFO  o.a.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-9095"]
07-19 22:05:16.406 |-INFO  o.a.catalina.core.StandardService:173 - Starting service [Tomcat]
07-19 22:05:16.406 |-INFO  o.a.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.39]
07-19 22:05:16.619 |-INFO  o.a.c.c.C.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
07-19 22:05:16.620 |-INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:285 - Root WebApplicationContext: initialization completed in 6491 ms
07-19 22:05:25.397 |-INFO  c.a.t.g.b.config.DatabaseInitializer:30 - DatabaseInitializer uses flyway init-sqls to initiate database
07-19 22:05:25.403 |-INFO  com.zaxxer.hikari.HikariDataSource:110 - HikariPool-1 - Starting...
07-19 22:05:26.104 |-INFO  com.zaxxer.hikari.HikariDataSource:123 - HikariPool-1 - Start completed.
07-19 22:05:26.138 |-INFO  com.zaxxer.hikari.HikariDataSource:350 - HikariPool-1 - Shutdown initiated...
07-19 22:05:26.161 |-INFO  com.zaxxer.hikari.HikariDataSource:352 - HikariPool-1 - Shutdown completed.
07-19 22:05:26.161 |-INFO  c.a.t.g.b.config.DatabaseInitializer:53 - DatabaseInitializer initialize completed
07-19 22:05:26.566 |-INFO  o.s.s.c.ThreadPoolTaskExecutor:181 - Initializing ExecutorService 'applicationTaskExecutor'
07-19 22:05:27.052 |-INFO  o.s.b.a.w.s.WelcomePageHandlerMapping:54 - Adding welcome page: class path resource [static/index.html]
07-19 22:05:27.963 |-INFO  o.f.c.i.license.VersionPrinter:49 - Flyway Community Edition 5.2.1 by Boxfuse
07-19 22:05:28.114 |-INFO  o.f.c.i.database.DatabaseFactory:49 - Database: jdbc:mysql://127.0.0.1:3306/aj_report (MySQL 5.7)
07-19 22:05:28.236 |-WARN  o.f.c.i.s.DefaultSqlScriptExecutor:53 - DB: Can't create database 'aj_report'; database exists (SQL State: HY000 - Error Code: 1007)
07-19 22:05:29.351 |-INFO  o.f.core.internal.command.DbValidate:49 - Successfully validated 15 migrations (execution time 00:00.943s)
07-19 22:05:29.379 |-INFO  o.f.core.internal.command.DbMigrate:49 - Current version of schema `aj_report`: 1.0.14
07-19 22:05:29.399 |-INFO  o.f.core.internal.command.DbMigrate:49 - Schema `aj_report` is up to date. No migration necessary.
07-19 22:05:29.687 |-INFO  o.s.b.a.e.web.EndpointLinksResolver:58 - Exposing 2 endpoint(s) beneath base path ''
07-19 22:05:29.798 |-INFO  o.a.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-9095"]
07-19 22:05:29.923 |-INFO  o.s.b.w.e.tomcat.TomcatWebServer:220 - Tomcat started on port(s): 9095 (http) with context path ''
07-19 22:05:30.002 |-INFO  c.a.t.g.business.ReportApplication:61 - Started ReportApplication in 23.349 seconds (JVM running for 24.317)
07-19 22:05:30.149 |-INFO  o.a.c.c.C.[Tomcat].[localhost].[/]:173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
07-19 22:05:30.151 |-INFO  o.s.web.servlet.DispatcherServlet:525 - Initializing Servlet 'dispatcherServlet'
07-19 22:05:30.169 |-INFO  o.s.web.servlet.DispatcherServlet:547 - Completed initialization in 17 ms
07-19 22:05:31.461 |-INFO  com.zaxxer.hikari.HikariDataSource:110 - HikariPool-2 - Starting...
07-19 22:05:31.477 |-INFO  com.zaxxer.hikari.HikariDataSource:123 - HikariPool-2 - Start completed.
07-19 22:05:48.464 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
07-19 22:05:48.465 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
07-19 22:05:48.465 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
07-19 22:05:48.465 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
07-19 22:05:48.465 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
07-19 22:05:48.465 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
07-19 22:05:49.379 |-INFO  c.alibaba.druid.pool.DruidDataSource:985 - {dataSource-1} inited
